,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
51, on 08/30/10 08:50 AM (PDT),lexky ,2009 Nissan Rogue SUV S 4dr SUV AWD (2.5L 4cyl CVT),Great 2 years!," We have owned our Rogue for a little over 2 years with about 28,000 miles and have only had to have one thing fixed by warranty. Climate control dials that are supposed to light up during the night went out. Very happy with our purchase!",5
52, on 08/19/10 10:27 AM (PDT),sw1974 ,2009 Nissan Rogue SUV S 4dr SUV (2.5L 4cyl CVT),Watch Out from Behind," I bought my 2009 Rogue S used with 14K miles on it. I had researched it & heard about the rear view issues, but WOW! It is bad. The blind spot on each back corner is a complete design flaw and must be fixed with larger windows in new versions. It's not so much the back window as it is the 2 small side windows. It's a real danger if you ask me, but the rest of the car is fine. I had an 07 Honda CR-V before this one and they're comparable. I don't mind the CVT transmission and feel the car accelerates better than my CR-V did. I have had no issues in these first few months. Gas mileage is great.  AC is COLD, which is nice. The sound system-- the factory version, not Bose--is still good quality.",4.125
53, on 07/12/10 10:22 AM (PDT),crossover ,2009 Nissan Rogue SUV SL 4dr SUV AWD (2.5L 4cyl CVT),Poor Service," Nice looking car,(2009 Rogue), but has some annoying electrical problems that Nissan service department can't find, or even acknowledge that they don't know what to do. The car is not even one year old yet, but I will trade this car in the next few months. There are No more Nissans in my future.",3.875
54, on 06/18/10 08:25 AM (PDT),Nisaan Lover ,2009 Nissan Rogue SUV SL 4dr SUV (2.5L 4cyl CVT),Amazing Value - Great Car," After looking at all cross overs, finally settled on the rogue. It was the best value for money for me. Great features, styling. Also drives very well. I have owned this for 6 months and have no complaints what so ever.",5
55, on 05/27/10 21:50 PM (PDT),notrockstar ,2009 Nissan Rogue SUV S 4dr SUV (2.5L 4cyl CVT),Giving it back -> lemon," I'm returning my car on 06/01. Dealer finally settled with me on a lemon case. I had issue with the fuel gauge. It will show half tank when its actually almost empty. I went to dealer ship 5 times. Replaced sensors twice and twice I was treated like crazy. + recalls.  I got so tired of owning not reliable car. I agree with previous postings, the car is good overall, but has too many blind spots. I've managed to handle that issue well, but Nissan needs some improvement in design of the back window. Also, MPG went down to around 20 in the city. oh, well it was hard for me to check as I think I never got accurate reading from the computer. I would not buy this car again.",3.5
56, on 05/21/10 13:43 PM (PDT),KGellen ,2009 Nissan Rogue SUV S 4dr SUV (2.5L 4cyl CVT),Great Car," I am sitting here reading the comments on this car. I understand not all cars are going to be built and last forever. Some just don't work, but if the dealership you bought your car from is not fixing your car then don't hate the car hate your dealer. I have had nothing but great success with my car. I don't expect it to be all mighty i mean its not a Mercedes or an Audi! Is a crossover mid level SUV. Not the most expensive vehicle you can buy! It's great for getting groceries or hauling the big dog around! Its the best buy in its class in my opinion with the look and feel of all other crossovers. ",4.625
57, on 05/10/10 13:08 PM (PDT),OMAC ,2009 Nissan Rogue SUV S 4dr SUV AWD (2.5L 4cyl CVT),WOW, This is my first new car in 10 yrs. I am glad I chose the Nissan Rogue. Very comfortable to drive and good pick up for a 4 cylinder. Exceeded my expectations in regards to handling and safety. Jim Keras Nissan did a great job of recommending this vehicle.,5
58, on 05/06/10 13:26 PM (PDT),EJO ,2009 Nissan Rogue SUV SL 4dr SUV AWD (2.5L 4cyl CVT),Good Crossover," The SL comes with some great amenities, great Bose sound system, hands free calling.  Comfortable ride, pulls small boat trailer fine, fun to use steering paddle ""shifters"", not bad mileage, shoulder belt height adjustment to low, HVAC controls indicating lamps (yellow) not bright enough or need different color in sharp daylight.  Overall a good SUV.",4.25
59, on 03/16/10 17:51 PM (PDT),Mrs. S ,2009 Nissan Rogue SUV SL 4dr SUV AWD (2.5L 4cyl CVT),I'd rather take the bus!," Leased this crossover last June.  Has only 6K miles on it and I have 2 years left on lease.  I HATE this auto!!!  I hated it after only 1 month!  You take your life in your hands when you change lanes in heavy traffic!  This car has many blindspots!  No pickup whatsoever!!!Takes forever for the car to get warm/cold!  Sounds like an angry mosquito when you accelerate!  I tell the kids to ""lean foward"" when I am getting onto the highway...Already have had 2 serious recalls.  Now I have an ""service engine soon"" light that won't go off.  I am sure it's a gas cap issue, but I can't take a day off to waste waiting around at the dealership!  Don't even Sit in this car!Paid top $$$ for this DUD!",1.375
60, on 03/03/10 07:56 AM (PST),NISSANDRIVER ,2009 Nissan Rogue SUV SL 4dr SUV AWD (2.5L 4cyl CVT),Honest Review," My Nissan Rogue is an excellent SUV AWD, the only issue I have is the backwindow is small, when looking through the rear window mirror, it is like looking through a porthole.You have to be extremely careful driving this car on the interstates, it is hard to see other cars and trucks when passing, and hard to back up since the view out the rearwindow is not good Otherwise I am very happy with my Rogue ",5
61, on 02/26/10 17:24 PM (PST),doug ,2009 Nissan Rogue SUV SL 4dr SUV (2.5L 4cyl CVT),Continued problems," Have had elec problems since 2nd week. Nissan has tried 4 timed to fix(3 under guidance of factory rep). Still has intell key problems(won't unlock,won't start).Have asked Nissan to replace with good one. Been 1 week no reply.Real shame; we like the car but can no longer deal with the elec problems. Never know when it will not let us in or if it will start when we wan't to go.Wish we never bought it.",3.25
62, on 01/27/10 18:42 PM (PST),costa ,2009 Nissan Rogue SUV SL 4dr SUV AWD (2.5L 4cyl CVT),Won't recommend this car to anyone," After 3 months, noticed transmission noise. Dealer told the noise was normal. Later, car was always stack in PARK position. To drive it, I had to manually unlock the transmission. Dealer replaced the Brack switch, Solenoide and other parts. It took me 4 months to get it fixed. Also, they fixed 3 recalls at the same time. This car is a total waist of $$. Also, rear vision is extremely dangerous. Do not consider this car at all. Nissan needs to review the design of the transmission COMPLETELY. Forgot to mention that I had also to replace the Door mechanism: wet stack in close position in cold weather...",2.75
63, on 01/21/10 19:58 PM (PST),Seba ,2009 Nissan Rogue SUV SL 4dr SUV AWD (2.5L 4cyl CVT),Very Reliable.," We have owned the Rogue for almost a year and have 12200 miles on it. We have not been in the dealer once except for the regular scheduled  maintenance and 3 recalls but all were done at once and during a regular visit so it wasn't a pain at all. This car is very reliable the AWD is great and handles well in snow or rain the ride is pretty comfortable, we take lots of road trips our longest trip was about 450 miles round trip and no problems at all, more room would be nice but it is a crossover. We are very happy with this car. ",4
64, on 01/15/10 07:26 AM (PST),Jackol ,2009 Nissan Rogue SUV SL 4dr SUV (2.5L 4cyl CVT),Don't buy," First, our car has 55K miles. I know how this car performs and I do my own maintenance.  This review is based on 2 1600 mile trips, two weeks apart.  Received a recall letter from Nissan relative to Trans belt noise. We had no problem but took it in and had the new software installed. Our gas mileage went from 27-32 down to 20-24 MPG. Nissan refused to fix it. I will paint large lemons on it drive to every Nissan dealer I can find.  Paint quality is also pathetic.",2.875
65, on 01/08/10 16:22 PM (PST),Donna Raposo ,2009 Nissan Rogue SUV SL 4dr SUV (2.5L 4cyl CVT),Nissan Rogue," Took it to the mountains this summer, brakes buck and vibrate when braking going down hill. Very difficult to back up or change lanes due to back windows being too narrow to see out of. Makes whistling noise when going over 60 mph. Very annoying. Also, makes weird humming noise when slowing down. Recall on transmission. But they did extend my transmission warranty to 10 years or 120000 miles due to the recall. Otherwise, I do like my vehicle. It does drive very smooth and it handles well. Plus the bose stereo is awesome. ",4.875
66, on 01/04/10 12:04 PM (PST),douglas ,2009 Nissan Rogue SUV SL 4dr SUV (2.5L 4cyl CVT),follow-up on previous," This is a follow up on previous comments in dec2009. After dealer installed the latest things that nissan said would correct my electrical problems I took the car home with high expectations. Not so lucky; car worked for a couple of days then wife called from out of town with the red key warning light glowing in the dash as she hummed down the interstate praying the car would not stop and lock down on her as it has done in the past. called dealer and they had no idea.Took the car on 2,500 mile trip in dec. and many things happened.from not letting us in to not allowing the ignition switch to turn to unlocking itself while we were away from it. Called nissan and they are supposed to LOOK ",3.625
